prompt,category,subcategory,true_params,extracted_params,extracted_any,match_threshold,match_unit,match_subtype,match_value,correct
Was the customer's message acknowledged within 28 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 28, ""unit"": ""hrs""}","{""threshold"": 28.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Gauge if the response fell within 11 min.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 11, ""unit"": ""min""}","{""threshold"": 11.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the conversation have more than 9 turns?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Verify message count is under 13.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Did the interaction require over 25 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Was the thread longer than 15 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Were 8+ messages exchanged in this conversation?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Did the agent's reply come through within the 29 hrs cutoff?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 29, ""unit"": ""hrs""}","{""threshold"": 29.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Detect if htere was a delay over 24 hrs.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 24, ""unit"": ""hrs""}","{""threshold"": 24.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Test whether fewer than 6 turns were used.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Measure whether the first response took less than 14 min.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 14, ""unit"": ""min""}","{""threshold"": 14.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Flag if the conversation exceeded 16 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Did the agent write more than 13 responses?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Measure whether the first response took less than 120 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 120, ""unit"": ""hours""}","{""threshold"": 120.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the customer get an answer before 16 min elapsed??,SYMBOLIC_TIME,time_moderate,"{""threshold"": 16, ""unit"": ""min""}","{""threshold"": 16.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Measure whether the 24 min SLA was breached.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 24, ""unit"": ""min""}","{""threshold"": 24.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Was  exchange brief or extended...,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 4}",,False,False,False,False,False,False
Has this been flagged as 'refund'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""refund""}","{""subtype"": ""tag"", ""value"": ""refund""}",True,True,True,True,True,True
Was the exchange completed within 19 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Was the customer kept waiting beyond 6 minutes?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 6, ""unit"": ""minutes""}","{""threshold"": 6.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Has this been flagged as 'feature-request'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feature-request""}","{""subtype"": ""tag"", ""value"": ""feature-request""}",True,True,True,True,True,True
Was the first contact from the agent made within 30 hrs?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 30, ""unit"": ""hrs""}","{""threshold"": 30.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this an 'spam' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Monitor whether the 12 seconds benchmark was hit.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 12, ""unit"": ""seconds""}","{""threshold"": 12.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Inspect if the first reply came under 30 seconds.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""seconds""}","{""threshold"": 30.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was there more than a 25 minutes gap before the response?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 25, ""unit"": ""minutes""}","{""threshold"": 25.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
flag if the conversation exceeded 50 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Pinpoint interactions exceeding 5 back-and-forths.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Is the 'billing' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Is the 'onboarding' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""onboarding""}","{""subtype"": ""tag"", ""value"": ""onboarding""}",True,True,True,True,True,True
Is  'legal' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""legal""}","{""subtype"": ""tag"", ""value"": ""legal""}",True,True,True,True,True,True
Identify 'technical' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""technical""}","{""subtype"": ""tag"", ""value"": ""technical""}",True,True,True,True,True,True
Did the team member get back within 120 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 120, ""unit"": ""minutes""}","{""threshold"": 120.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
check if tagged as 'follow-up'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Check if tagged as 'refund'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""refund""}","{""subtype"": ""tag"", ""value"": ""refund""}",True,True,True,True,True,True
Measure if the total messages crossed 18.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Check if channel us whatdapp.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""whatsapp""}",,False,False,False,False,False,False
determine if the exchange surpassed 14 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Monitor for exchanges going beyond 50 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Count the number of agent responses and compare to 50.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Was 8 messages enough or did it go longer?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Note if the response gap was wider than 28 hrs.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 28, ""unit"": ""hrs""}","{""threshold"": 28.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the representative respond in less than 29 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 29, ""unit"": ""minutes""}","{""threshold"": 29.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the customer need to wait past 17 minutes for acknowledgment?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 17, ""unit"": ""minutes""}","{""threshold"": 17.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Measure whether the first response took less than 3 seconds.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 3, ""unit"": ""seconds""}","{""threshold"": 3.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the query addressed within 22 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 22, ""unit"": ""minutes""}","{""threshold"": 22.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the team member get back within 22 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 22, ""unit"": ""hours""}","{""threshold"": 22.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Detect if 'vip' label exists,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""vip""}","{""subtype"": ""tag"", ""value"": ""vip""}",True,True,True,True,True,True
Validate that the agent responded inside 10 min.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 10, ""unit"": ""min""}","{""threshold"": 10.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the agent resolve it efficiently...,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 4}",,False,False,False,False,False,False
Measure whether the 6 min SLA was breached.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 6, ""unit"": ""min""}","{""threshold"": 6.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Validate that the agent responded inside 7 sec.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 7, ""unit"": ""sec""}","{""threshold"": 7.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if more than 4 turns occurred.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Spot threads that took over 19 replies.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Report whether the 90 seconds window was breached.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 90, ""unit"": ""seconds""}","{""threshold"": 90.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Filter for twitter tickets.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""twitter""}","{""subtype"": ""channel"", ""value"": ""twitter""}",True,True,True,True,True,True
Did the agent send more than 10 replies?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
Was the first contact from the agent made within 7 sec?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 7, ""unit"": ""sec""}","{""threshold"": 7.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
measure whether the 9 minutes sla was breached.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 9, ""unit"": ""minutes""}","{""threshold"": 9.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Determine if first response exceeded 1 hrs.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 1, ""unit"": ""hrs""}","{""threshold"": 1.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
verify ticket has 'onboarding' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""onboarding""}","{""subtype"": ""tag"", ""value"": ""onboarding""}",True,True,True,True,True,True
Flag tickets marked 'resolved'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
Is this marked as 'complaint'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Examine if the response was sent before the 2 min limit.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 2, ""unit"": ""min""}","{""threshold"": 2.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Flag if the conversation exceeded 30 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Validate that the agent responded inside 2 minutes.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 2, ""unit"": ""minutes""}","{""threshold"": 2.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Ensure the 14 hours target was achieved.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 14, ""unit"": ""hours""}","{""threshold"": 14.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Highlight cases where 21 minutes was not met.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 21, ""unit"": ""minutes""}","{""threshold"": 21.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Inspect the thread for more than 11 exchanges.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Did it go over 13 exchanges before reaching resolution?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Spot threads that took over 2 replies.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Is thos a chat converdstuon?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
Did the customer receive a reply within 30 seconds?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""seconds""}","{""threshold"": 30.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Did it go over 7 exchanges before reaching resolution?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Has this been flagged as 'retention'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""retention""}","{""subtype"": ""tag"", ""value"": ""retention""}",True,True,True,True,True,True
Did the reply come promptly,SYMBOLIC_TIME,time_implicit,"{""threshold"": 3, ""unit"": ""sec""}",,False,False,False,False,False,False
Measure whether the first response took less than 11 seconds.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 11, ""unit"": ""seconds""}","{""threshold"": 11.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Count the number of agent responses and compare to 30,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Was 12 messages enough or did it go longer?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
did the customer get a fast response?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 7, ""unit"": ""hours""}",,False,False,False,False,False,False
Did the customer receive a reply within 23 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 23, ""unit"": ""hours""}","{""threshold"": 23.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the agent take longer than 5 sec to get back?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 5, ""unit"": ""sec""}","{""threshold"": 5.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Flag tickets marked 'onboarding'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""onboarding""}","{""subtype"": ""tag"", ""value"": ""onboarding""}",True,True,True,True,True,True
Did more than 11 replies get sent by the agent?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Did the support agent reply inside 27 sec?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 27, ""unit"": ""sec""}","{""threshold"": 27.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the delay between customer message and agent reply under 12 minutes?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 12, ""unit"": ""minutes""}","{""threshold"": 12.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did it take more than 3 exchanges to resolve?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
Is this marked as 'resolved'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
Verify thw respobae was sent unser 28 hrs.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 28, ""unit"": ""hrs""}","{""threshold"": 28.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Assess whether 4 messages was sufficient.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Monitor whether the 17 minutes benchmark was hit.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 17, ""unit"": ""minutes""}","{""threshold"": 17.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Verify the response was sent under 22 hrs.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 22, ""unit"": ""hrs""}","{""threshold"": 22.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if more than 2 turns occurred.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Highlight cases where 9 hrs was not met.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 9, ""unit"": ""hrs""}","{""threshold"": 9.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Ascertain whether 15 sec was exceeded.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 15, ""unit"": ""sec""}","{""threshold"": 15.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Watch for turn counts above 12.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
Did the customer need to wait past 22 sec for acknowledgment?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 22, ""unit"": ""sec""}","{""threshold"": 22.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the customer kept waiting beyond 16 minutes?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 16, ""unit"": ""minutes""}","{""threshold"": 16.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Verify ticket has 'billing' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Ascertain whether 30 minutes was exceeded.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""minutes""}","{""threshold"": 30.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Did the reply arrive before the 90 sec mark?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 90, ""unit"": ""sec""}","{""threshold"": 90.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Spot instances where the agent exceeded 21 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 21, ""unit"": ""sec""}","{""threshold"": 21.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Identify poor response speed,SYMBOLIC_TIME,time_implicit,"{""threshold"": 27, ""unit"": ""hrs""}",,False,False,False,False,False,False
Did the customer end up waiting over 60 minutes?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 60, ""unit"": ""minutes""}","{""threshold"": 60.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Did the agent's response arrive in under 16 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 16, ""unit"": ""minutes""}","{""threshold"": 16.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Does the ticket have the 'spam' label?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Note interactions requiring more than 10 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
Is this an 'complaint' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Confirm 'feature-request' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feature-request""}","{""subtype"": ""tag"", ""value"": ""feature-request""}",True,True,True,True,True,True
confirm the reply was delivered within 27 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 27, ""unit"": ""hours""}","{""threshold"": 27.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Verify ticket has 'complaint' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Did they get back to the customer within 13 sec?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 13, ""unit"": ""sec""}","{""threshold"": 13.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the conversation longer than 4 rxchanges?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Identify 'vip' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""vip""}","{""subtype"": ""tag"", ""value"": ""vip""}",True,True,True,True,True,True
Validate that the agent responded inside 9 sec.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 9, ""unit"": ""sec""}","{""threshold"": 9.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the issue handled in fewer than 19 replies?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Examine if the reply count went above 17.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Confirm 'urgent' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""urgent""}","{""subtype"": ""tag"", ""value"": ""urgent""}",True,True,True,True,True,True
Did the interaction require over 6 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
record whether the customer waited beyond 7 seconds...,SYMBOLIC_TIME,time_moderate,"{""threshold"": 7, ""unit"": ""seconds""}","{""threshold"": 7.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Was the initial response to the customer sent within 25 seconds?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 25, ""unit"": ""seconds""}","{""threshold"": 25.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Measure whether the 23 minutes SLA was breached.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 23, ""unit"": ""minutes""}","{""threshold"": 23.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Detect lengthy interactions over 2 exchanges.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Was the customer's message acknowledged w/in 18 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 18, ""unit"": ""min""}","{""threshold"": 18.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the initial response to the customer sent within 10 minutes?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 10, ""unit"": ""minutes""}","{""threshold"": 10.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Assess whether the 19 seconds threshold was met.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 19, ""unit"": ""seconds""}","{""threshold"": 19.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Verify ticket has 'sensitive' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""sensitive""}","{""subtype"": ""tag"", ""value"": ""sensitive""}",True,True,True,True,True,True
Flag if the conversation exceeded 9 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Identify cases where 6 hrs deadline was missed.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 6, ""unit"": ""hrs""}","{""threshold"": 6.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the agent take longer than 30 minutes to get back?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 30, ""unit"": ""minutes""}","{""threshold"": 30.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Was it resolved in under 2 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Record cases where more than 19 replies were needed.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Identify 'feedback' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
Ascertain whether 20 minutes was exceeded.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 20, ""unit"": ""minutes""}","{""threshold"": 20.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Did the response come before the 13 hrs limit?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 13, ""unit"": ""hrs""}","{""threshold"": 13.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Verify this came via whatsapp...,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""whatsapp""}","{""subtype"": ""channel"", ""value"": ""whatsapp""}",True,True,True,True,True,True
Pinpoint interactions exceeding 15 back-and-forths.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Did the representative respond in less than 300 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 300, ""unit"": ""hours""}","{""threshold"": 300.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the queue time exceed 8 hours?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 8, ""unit"": ""hours""}","{""threshold"": 8.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Does the ticket have the 'resolved' label?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
Note if the response gap was wider than 4 seconds.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 4, ""unit"": ""seconds""}","{""threshold"": 4.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the thread longer than 25 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Did solving the issue take more than 14 replies?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Was the response time longer or shorter than 13 minutes?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 13, ""unit"": ""minutes""}","{""threshold"": 13.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Confirm 'onboarding' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""onboarding""}","{""subtype"": ""tag"", ""value"": ""onboarding""}",True,True,True,True,True,True
was the conversation concise?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 2}",,False,False,False,False,False,False
